ID,feature1,feature2,labels
3378,9.97,5.11,2
3379,0.5,0.44,0
3380,4.66,14.64,4
3381,1.2,-0.17,0
3382,2.79,7.63,1
3383,5.41,8.19,3
3384,9.99,4.49,2
3385,1.89,4.27,1
3386,7.05,3.91,3
3387,0.89,5.45,1
3388,4.94,14.79,4
3389,5.1,15.72,4
3390,2.29,6.87,1
3391,4.83,14.68,4
3392,0,0,0
3393,-0.55,-0.08,0
3394,4.92,15.79,4
3395,0.14,0.84,0
3396,6.5,5.82,3
3397,0,0,0
3398,2.69,-0.71,0
3399,10.16,3.95,2
3400,7.21,15.08,4
3401,-0.15,0.51,0
3402,9.98,2.92,2
3403,1.38,4.07,1
3404,4.9,15.03,4
3405,0,0,0
3406,2.66,4.56,1
3407,6.87,14.94,4
3408,2.32,4.87,1
3409,5.4,15.28,4
3410,1.08,-0.99,0
3411,10.13,4.49,2
3412,8.92,7.1,3
3413,10.22,3.21,2
3414,9.67,1.78,2
3415,1.84,1.86,1
3416,0,0,0
3417,6.99,3.14,3
3418,2.44,5.37,1
3419,6.51,16.28,4
3420,9.85,3.03,2
3421,1.57,0.41,0
3422,2.16,-0.78,0
3423,9.29,4.27,2
3424,1.47,-0.53,0
3425,1.68,5.2,1
3426,1.92,3.1,1
3427,1.81,5.66,1
3428,1.18,-0.78,0
3429,9.7,1.91,2
3430,9.38,10.04,3
3431,0,0,0
3432,0.22,0.53,0
3433,9.86,5.79,2
3434,7.99,4,3
3435,2.48,4.44,1
3436,10.09,4.73,2
3437,6.27,7.85,3
3438,4.78,6.08,3
3439,10.4,3.6,2
3440,5.23,6.7,3
3441,0,0,0
3442,9.8,3.85,2
3443,9.66,5.43,2
3444,10.24,5.19,2
3445,9.82,2.78,2
3446,6.7,9.17,3
3447,1.67,-0.22,0
3448,4.14,15.98,4
3449,-0.04,0.08,0
3450,5.59,15.88,4
3451,9.87,3.11,2
3452,0.3,0.74,0
3453,-1.01,-1.17,0
3454,2.24,4.03,1
3455,8.39,5.74,3
3456,6.07,14.43,4
3457,10.32,3.9,2
3458,10.15,4.33,2
3459,10.51,8.48,3
3460,3.76,0.92,0
3461,2.89,5.29,1
3462,4.66,15.49,4
3463,2.3,4.6,1
3464,0,0,0
3465,0,0,0
3466,0.64,-0.55,0
3467,7.69,7.01,3
3468,5.18,14.92,4
3469,1.67,0.7,0
3470,10.44,2.77,2
3471,8.42,3.75,3
3472,0.51,-1.05,0
3473,9.46,1.88,2
3474,1.69,4.53,1
3475,5.18,14.73,4
3476,1.1,-0.23,0
3477,0,0,0
3478,10.15,3.38,2
3479,9.88,4.91,2
3480,3.69,14.67,4
3481,2.37,0.89,1
3482,3.7,14.99,4
3483,1.59,6.73,1
3484,1.67,7.89,1
3485,1.83,0.37,0
3486,2.23,4.85,1
3487,0,0,0
3488,5.74,14.41,4
3489,8.76,7.52,3
3490,5.04,13.99,4
3491,5.43,14.83,4
3492,0,0,0
3493,9.5,-0.31,2
3494,9.47,1.31,2
3495,0.89,0.31,0
3496,2.14,-1.38,0
3497,9.87,2.75,2
3498,1.75,-0.18,0
3499,1.47,0.13,0
3500,4.77,10.16,3
3501,0.14,-0.45,0
3502,6.26,5.02,3
3503,5.55,14.82,4
3504,6.48,8.08,3
3505,6.89,4.62,3
3506,0,0,0
3507,9.54,2.42,2
3508,3.89,14.54,4
3509,4.79,15.79,4
3510,6.72,14.59,4
3511,10.11,1.22,2
3512,5.6,15.72,4
3513,0,0,0
3514,2.77,2.54,1
3515,9.82,3.13,2
3516,-1.44,-0.04,0
3517,6.01,14.72,4
3518,1.23,0.41,0
3519,1.83,5.16,1
3520,7.05,4.26,3
3521,0,0,0
3522,6.82,6.8,3
3523,0,0,0
3524,1.23,0.16,0
3525,5.65,7.41,3
3526,3.28,8.88,3
3527,7.02,15.34,4
3528,1.94,0.07,0
3529,1.23,5.75,1
3530,5.19,14.7,4
3531,1.08,6.27,1
3532,4.11,14.07,4
3533,0,0,0
3534,4.65,15.56,4
3535,1.88,0.67,0
3536,10.29,1.58,2
3537,6.44,6.31,3
3538,5.56,6.49,3
3539,1.49,3.42,1
3540,5.76,15.37,4
3541,5.03,14.43,4
3542,9.65,4.24,2
3543,10.29,2.13,2
3544,1.72,-0.43,0
3545,0,0,0
3546,0,0,0
3547,10.35,4.04,2
3548,1.72,5.72,1
3549,0.37,-0.21,0
3550,9.34,5.62,3
3551,2.12,3.26,1
3552,9.96,2.87,2
3553,1.5,-0.02,0
3554,4.41,15.19,4
3555,-0.66,-0.64,0
3556,5.92,15.08,4
3557,5.39,14.6,4
3558,6.68,7.06,3
3559,10.23,2.36,2
3560,10.03,2.72,2
3561,7.85,9.67,3
3562,2.88,5.68,1
3563,2.07,3.96,1
3564,4.77,14.99,4
3565,3.51,15.02,4
3566,10.05,-0.19,2
3567,3.66,14.91,4
3568,6.61,6.79,3
3569,9.83,0.59,2
3570,0,0,0
3571,2.63,5.53,1
3572,1.77,3.93,1
3573,0.48,0.6,0
3574,4.69,15.39,4
3575,8.37,8.3,3
3576,6.49,15.06,4
3577,1.79,5.83,1
3578,6.56,4.99,3
3579,9.51,2.6,2
3580,10.27,1.59,2
3581,0,0,0
3582,10.15,4.25,2
3583,0.5,0.65,0
3584,1.64,2.42,1
3585,2.1,8.42,1
3586,10.6,1.96,2
3587,1.81,7.03,1
3588,1.71,0.09,0
3589,0.79,-0.19,0
3590,3,0.41,0
3591,10.43,2.26,2
3592,7.14,14.97,4
3593,10.1,2.9,2
3594,7.86,7.89,3
3595,0.18,-0.04,0
3596,0.37,-0.28,0
3597,4.8,15.12,4
3598,3.33,14.86,4
3599,10.31,3.07,2
3600,8.34,7.96,3
3601,10.08,0.69,2
3602,4.92,15.05,4
3603,2.07,9.32,1
3604,5.39,15.46,4
3605,10.16,0.85,2
3606,2.02,0.09,0
3607,0,0,0
3608,1.62,0.18,0
3609,7.45,9.39,3
3610,9.89,3.39,2
3611,1.2,7.49,1
3612,9.85,4.46,2
3613,10.23,5.09,2
3614,10.6,2.88,2
3615,10.49,2.86,2
3616,2.86,8.14,3
3617,6.19,4.77,3
3618,9.83,2.73,2
3619,9.61,2.12,2
3620,1.9,5.22,1
3621,2.6,7.37,1
3622,0,0,0
3623,6.87,6.17,3
3624,10.12,2.22,2
3625,10.2,2.62,2
3626,8.03,5.63,3
3627,0,0,0
3628,6.19,9.58,3
3629,5.71,15.26,4
3630,0,0,0
3631,2.02,4.33,1
3632,0.23,0.94,0
3633,4.79,15.47,4
3634,10.09,4.68,2
3635,6.15,5.89,3
3636,6.4,6,3
3637,8.36,7.65,3
3638,9.72,1.08,2
3639,8.26,5.54,3
3640,4.61,14.41,4
3641,5.5,3.91,3
3642,10.01,0.76,2
3643,1.9,3.85,1
3644,-0.06,0.4,0
3645,10.08,7.24,3
3646,9.97,4.68,2
3647,6.06,15.64,4
3648,10.24,3.78,2
3649,2.35,4.81,1
3650,10.3,3.45,2
3651,10.59,2.94,2
3652,1.89,6.49,1
3653,5.01,15.57,4
3654,2.02,4.49,1
3655,9.95,-0.33,2
3656,1.32,5.05,1
3657,5.26,15.7,4
3658,0.19,-0.4,0
3659,3.94,0.73,0
3660,8.87,7.39,3
3661,4.19,14.74,4
3662,4.24,15.28,4
3663,1.82,-0.17,0
3664,1.88,3.5,1
3665,3.75,9.82,3
3666,0.83,-0.63,0
3667,6.66,10.69,3
3668,2.41,8.2,1
3669,1.68,0.59,0
3670,2.65,3.91,1
3671,10.37,4.72,2
3672,1.29,1.02,0
3673,-0.97,0.7,0
3674,0,0,0
3675,5.57,14.24,4
3676,10.09,3.86,2
3677,9.81,2.3,2
3678,9.92,2.11,2
3679,2.8,3.98,1
3680,5.92,15.26,4
3681,5.1,14.23,4
3682,9.64,3.81,2
3683,10.26,1.69,2
3684,9.96,1.36,2
3685,10.24,3.84,2
3686,10.26,1.74,2
3687,10,3.6,2
3688,2.4,-0.65,0
3689,0,0,0
3690,12.02,6.89,3
3691,1.09,3.79,1
3692,8.24,5.84,3
3693,1.03,-0.07,0
3694,11.78,9.01,3
3695,3.18,4.86,3
3696,7.05,5.51,3
3697,3.95,14.61,4
3698,9.57,2.06,2
3699,1.67,4.24,1
3700,6.23,15.47,4
3701,10.39,3.02,2
3702,5.23,15.2,4
3703,2.03,6.3,1
3704,4.55,14.84,4
3705,0.9,0.19,0
3706,10.38,-0.38,2
3707,1.33,1.03,0
3708,0,0,0
3709,-0.86,-0.97,0
3710,0.74,-1.98,0
3711,1.99,1.98,1
3712,1.21,0.41,0
3713,0.13,0.01,0
3714,8.15,8.05,3
3715,0,0,0
3716,0,0,0
3717,1.23,1,0
3718,2.43,5.23,1
3719,4.99,14.78,4
3720,9.43,0.07,2
3721,10.09,2.64,2
3722,1.74,4.82,1
3723,5.33,15.33,4
3724,2.65,8.16,3
3725,0,0,0
3726,10,3.49,2
3727,10.5,3.03,2
3728,0,0,0
3729,5.37,15.26,4
3730,4.62,15,4
3731,9.87,2.05,2
3732,2.53,4.42,1
3733,8.98,4.42,3
3734,7.51,5.69,3
3735,9.94,4.74,2
3736,9.82,3.53,2
3737,10.17,1.49,2
3738,0.22,-0.08,0
3739,4.12,6.93,3
3740,5.78,15.02,4
3741,1.55,6.47,1
3742,0,0,0
3743,0.58,-0.3,0
3744,7.23,14.9,4
3745,10.23,5.3,2
3746,9.6,2.22,2
3747,5.23,15.03,4
3748,0,0.28,0
3749,0,0,0
3750,9.76,5.49,2
3751,10.13,3.52,2
3752,9.64,2.74,2
3753,3.5,14.4,4
3754,9.82,2.89,3
3755,-0.71,-0.59,0
3756,3.97,15.13,4
3757,0,0,0
3758,4.49,14.6,4
3759,2.1,0.81,0
3760,5.9,14.77,4
3761,1.8,5.32,1
3762,0.36,-0.93,0
3763,0,0,0
3764,0.52,-0.22,0
3765,1.94,0.66,0
3766,3.13,4.34,1
3767,1.74,-1.57,0
3768,9.32,4.66,3
3769,10.65,5.58,2
3770,5.37,15.31,4
3771,5.03,14.94,4
3772,9.91,-1.38,2
3773,6.54,15.82,4
3774,10.07,4.28,2
3775,0,0,0
3776,0,0,0
3777,4.8,14.44,4
3778,0.55,-1.66,0
3779,5.46,14.99,4
3780,9.35,4.35,2
3781,10.54,5.21,2
3782,5.48,15.52,4
3783,2.06,0.34,0
3784,0.93,-0.05,0
3785,10.17,4.07,2
3786,9.8,3.05,2
3787,10.35,5.36,2
3788,3.02,6.13,3
3789,9.98,1.98,2
3790,2.39,5.59,1
3791,2.02,5.98,1
3792,9.52,3.93,2
3793,4.66,14.97,4
3794,8.49,6.66,3
3795,4.8,14.76,4
3796,0,0,0
3797,2.02,5.46,1
3798,4.15,16.21,4
3799,0,0,0
3800,9.92,1.26,2
3801,0,0,0
3802,5.51,5.96,3
3803,9.38,3.74,2
3804,9.71,5.2,2
3805,1.79,9.78,1
3806,4.54,15.25,4
3807,2.67,15.56,4
3808,10.09,4.93,2
3809,10.19,1.45,2
3810,0.65,0.36,0
3811,9.78,2.31,2
3812,3.19,15.04,4
3813,5.45,14.81,4
3814,9.63,1.17,2
3815,-0.31,-1.16,0
3816,0.13,0.4,0
3817,0,0,0
3818,0,0,0
3819,4.3,15.21,4
3820,5.23,15.39,4
3821,5,14.64,4
3822,1.35,-1.32,0
3823,8.53,9.06,3
3824,0.83,-0.62,0
3825,0,0,0
3826,6.39,7.18,3
3827,6.48,4.39,3
3828,6.65,7.22,3
3829,0.32,1.38,0
3830,0.33,0.76,0
3831,3.82,16.08,4
3832,9.88,2.85,2
3833,9.94,5.86,2
3834,10.48,1.27,2
3835,10.01,3.23,2
3836,10.92,6.07,3
3837,1.94,5.89,1
3838,4.75,14.59,4
3839,9.36,3.44,2
3840,4.82,13.9,4
3841,2.22,2.49,1
3842,5.99,14.99,4
3843,10.09,3.47,2
3844,2.01,0.22,0
3845,10.3,4.78,2
3846,5.3,14.79,4
3847,7.84,6.32,3
3848,0.87,0.1,0
3849,9.94,4.21,2
3850,9.75,5.21,2
3851,7.85,6.89,3
3852,4.4,14.96,4
3853,6.07,4.63,3
3854,5.8,14.93,4
3855,9.85,6.28,2
3856,7.61,7.06,3
3857,-0.39,0.83,0
3858,2.41,-0.45,0
3859,7.17,5.43,3
3860,10.05,1.93,2
3861,9.9,3.04,2
3862,4.4,15.93,4
3863,7.98,6.27,3
3864,5.24,13.73,4
3865,0.32,-0.29,0
3866,5.2,14.38,4
3867,0,0,0
3868,0.07,-0.61,0
3869,5.6,15.84,4
3870,3.99,15.65,4
3871,1.36,5.38,1
3872,6.5,8.14,3
3873,0,0,0
3874,5.29,14.28,4
3875,1.44,5.47,1
3876,0,0,0
3877,0,0,0
3878,4.31,4.88,3
3879,10.36,4.51,2
3880,6.99,6.25,3
3881,10.5,2.46,2
3882,4.75,15.23,4
3883,2.63,6.78,1
3884,6.44,15.13,4
3885,4.7,14.3,4
3886,9.94,1.42,2
3887,2.13,1.37,1
3888,2.35,5.79,1
3889,10.12,2.82,2
3890,-1.54,-0.12,0
3891,10.25,3.63,2
3892,6.99,9.68,3
3893,10.54,2.23,2
3894,7.57,12.14,3
3895,10.76,7.39,3
3896,5,6.6,3
3897,5.26,14.7,4
3898,6.29,14.27,4
3899,1.4,0.34,0
3900,0,0,0
3901,9.25,3.31,2
3902,9.7,0.89,2
3903,4.91,7,3
3904,9.78,2.22,2
3905,9.41,4.38,2
3906,4.48,14.97,4
3907,10.47,2.94,2
3908,2.11,7.77,3
3909,5.11,4.32,3
3910,2.19,4.63,1
3911,9.81,2.95,3
3912,3.25,14.21,4
3913,10.13,1.98,2
3914,9.73,3.43,2
3915,5.47,15.38,4
3916,1.23,-0.23,0
3917,0.37,-0.14,0
3918,9.64,4.87,2
3919,5.47,15.29,4
3920,1.22,4.06,1
3921,4.85,7.57,3
3922,4.79,14.71,4
3923,10.01,3.7,2
3924,5.09,15.78,4
3925,2.73,-0.85,0
3926,9.99,4,2
3927,8.6,7.14,3
3928,3.82,14.72,4
3929,-0.5,-0.19,0
3930,2.3,5.95,1
3931,3.61,14.82,4
3932,10.43,2.53,2
3933,4.09,14.98,4
3934,9.61,3.2,2
3935,10.21,0.34,2
3936,1.68,0.62,0
3937,0,0,0
3938,10.25,3.81,2
3939,4.44,14.29,4
3940,1.9,-0.14,0
3941,10.32,4.53,2
3942,6.19,14.88,4
3943,10.01,2.91,2
3944,10.01,0.34,2
3945,10.31,5.44,2
3946,4.9,14.4,4
3947,8.02,5.18,3
3948,2.31,5.08,1
3949,9.16,4.85,3
3950,1.58,6.08,1
3951,5.47,15.43,4
3952,2.56,3.89,1
3953,1.93,0.11,0
3954,4.4,5.54,3
3955,1.91,5.5,1
3956,0,0,0
3957,0.26,0.09,0
3958,0.34,1.03,0
3959,9.74,3.96,3
3960,10.05,1.03,2
3961,6.24,16.13,4
3962,9.52,4.34,2
3963,9.89,1.8,2
3964,7.23,9.76,3
3965,1.06,-0.47,0
3966,10.22,4.26,2
3967,1,0.54,0
3968,4.43,6.9,3
3969,1.58,6.15,1
3970,4.9,16.34,4
3971,3.99,14.1,4
3972,9.89,1.04,2
3973,9.88,0.7,2
3974,2.9,15.07,4
3975,6.41,10.15,3
3976,2.1,4.93,1
3977,5.65,7.84,3
3978,2.83,4.58,1
3979,10.27,2.59,2
3980,4.96,15.2,4
3981,1.65,-1.05,0
3982,2.96,-0.1,0
3983,0,0,0
3984,4.27,14.73,4
3985,8.29,4.33,3
3986,10.18,3.91,2
3987,5.96,15.39,4
3988,10.42,2.12,2
3989,0,0,0
3990,1.85,3.96,1
3991,9.99,6.87,2
3992,4.65,7.13,3
3993,10.43,2.13,2
3994,0,0,0
3995,6.65,2.59,3
3996,0,0,0
3997,1.93,4.64,1
3998,10.14,1.97,2
3999,8.12,11.07,3
4000,1.13,-0.03,0
4001,0,0,0
4002,5.09,7.7,3
4003,0,0,0
4004,9.66,6.24,2
4005,0,0,0
4006,10.05,3.87,2
4007,2.07,-0.04,0
4008,10.25,1.33,2
4009,0,0,0
4010,1.37,4.45,1
4011,2.06,5.82,1
4012,9.77,5.63,2
4013,6.17,15.22,4
4014,4.66,15.28,4
4015,1.84,6.24,1
4016,9.86,4.99,2
4017,10.41,3.66,2
4018,10,4.31,2
4019,4.74,14.22,4
4020,10.64,1.82,2
4021,1.91,5.89,1
4022,3.72,14.65,4
4023,4.3,15.44,4
4024,-0.2,0.17,0
4025,5.49,14.92,4
4026,9.56,1.19,2
4027,10.41,2.49,2
4028,10.12,1.53,2
4029,2.53,5.1,1
4030,1.8,7.48,1
4031,10.46,2.92,2
4032,0.39,-1.45,0
4033,10.59,5.94,3
4034,5.81,8.18,3
4035,5.46,15.74,4
4036,2.1,5.91,1
4037,0.58,3.13,1
4038,1.62,3.38,1
4039,4.43,15.45,4
4040,0.69,-1.39,0
4041,10.25,3.49,2
4042,9.26,2.63,2
4043,10.51,1.26,2
4044,9.92,4.25,2
4045,8.14,7.32,3
4046,2.13,5.11,1
4047,6.02,11.33,3
4048,9.97,4.12,2
4049,10.22,3.5,2
4050,7.48,6.23,3
4051,9.83,2.4,2
4052,4.88,4.18,3
4053,4.46,14.46,4
4054,1.75,5.23,1
4055,6.59,14.89,4
4056,0,0,0
4057,0,0,0
4058,9.85,2.29,2
4059,2.74,5.01,1
4060,10.39,3.98,2
4061,4.58,14.47,4
4062,4.07,14.94,4
4063,5.05,15.59,4
4064,1.69,5.81,1
4065,6.53,14.94,4
4066,3.98,14.79,4
4067,0.74,0.66,0
4068,8.58,5.95,3
4069,0,0,0
4070,9.49,3.58,2
4071,5.38,14.65,4
4072,10.12,1.91,2
4073,9.59,4.94,2
4074,7.16,5.35,3
4075,5.05,7.49,3
4076,5.48,15.52,4
4077,0,0,0
4078,5.42,14.3,4
4079,10.3,3.05,2
4080,10.01,1.09,2
4081,0,0,0
4082,4.25,15.24,4
4083,0,0,0
4084,2.88,-0.26,0
4085,6.18,15.67,4
4086,10.23,4.36,2
4087,10.01,2.84,2
4088,7.66,14.52,4
4089,10.27,1.22,2
4090,9.93,4.47,3
4091,9.5,1.86,2
4092,2.43,3.78,1
4093,5.14,14.72,4
4094,0.57,-0.17,0
4095,6.39,15.47,4
4096,5.16,15.14,4
4097,5.69,5.83,3
4098,-0.54,1.62,0
4099,5.45,8.58,3
4100,9.89,2.99,2
4101,7.85,7.38,3
4102,3.24,4.33,1
4103,9.9,2.92,2
4104,0.27,-0.01,0
4105,5.85,14.32,4
4106,3.95,14.89,4
4107,10.21,2.7,2
4108,2.8,7.85,1
4109,5.18,14.82,4
4110,4.55,14.28,4
4111,10.26,3.7,2
4112,10.06,3.68,2
4113,2.34,-1.64,0
4114,5.09,15.14,4
4115,10.35,4.96,2
4116,7.4,8.84,3
4117,8.05,5.67,3
4118,2.35,6.61,1
4119,10.34,6.6,2
4120,2.31,-0.62,0
4121,6.32,4.07,3
4122,9.33,6.31,3
4123,10.23,1.94,2
4124,5.81,14.87,4
4125,1.51,6.18,1
4126,0,0,0
4127,0.69,1.21,0
4128,5.86,14.29,4
4129,6.57,15.03,4
4130,0.96,0,0
4131,5.94,15.13,4
4132,9.39,4.46,3
4133,1.23,1.5,0
4134,2.59,15.54,4
4135,2.8,-0.2,0
4136,9.44,3.33,2
4137,5.38,7.96,3
4138,7.38,7.35,3
4139,7.05,6.34,3
4140,10.63,3.14,2
4141,1.95,-0.03,0
4142,2.56,5,1
4143,2.62,0.55,0
4144,2.02,5.52,1
4145,2.83,4.74,1
4146,9.99,2.26,2
4147,-0.39,-0.09,0
4148,9.95,1.98,2
4149,-0.14,0.05,0
4150,10.03,4.06,2
4151,9.95,3.54,2
4152,4.48,13.97,4
4153,8.92,5.17,3
4154,2.6,0.97,0
4155,10.03,3.17,2
4156,7.84,10.2,3
4157,2.03,6.95,1
4158,2.16,5.31,1
4159,10.21,3.78,2
4160,9.71,3.72,2
4161,9.87,3.77,2
4162,0,0,0
4163,0,0,0
4164,9.73,4.16,2
4165,0.29,0.49,0
4166,5.18,15.16,4
4167,0.68,0.05,0
4168,5.98,8.54,3
4169,2.48,5.37,1
4170,5.72,4.63,3
4171,9.86,2.18,2
4172,0,0,0
4173,10.36,0.93,2
4174,9.52,1.72,2
4175,10.22,1.3,2
4176,2.51,5,1
4177,10.37,1.54,2
4178,9.92,3.78,2
4179,5.63,15.32,4
4180,7.86,14.21,4
4181,1.8,5.08,1
4182,1.69,6.95,1
4183,9.45,2.63,2
4184,1.28,-0.13,0
4185,5.71,15.35,4
4186,5.92,15.92,4
4187,10.69,4.63,3
4188,8.02,4.25,3
4189,1.61,3.78,1
4190,2.59,0.35,0
4191,4.49,6.13,3
4192,9.79,2.24,2
4193,2.3,2.29,1
4194,9.81,1.11,2
4195,5.65,14.96,4
4196,0.18,-0.21,0
4197,3.32,13.84,4
4198,3.25,-0.28,0
4199,0,0,0
4200,2.22,0.09,0
4201,9.72,5.19,2
4202,4.69,14.97,4
4203,5.55,14.93,4
4204,0.44,-1.06,0
4205,1.6,1.01,0
4206,10.12,-1.69,2
4207,4.1,15.62,4
4208,10.07,5.47,2
4209,6.19,15.2,4
4210,2.25,6.41,1
4211,10.04,7.58,3
4212,2.37,3.27,1
4213,3.77,14.53,4
4214,10.14,1.42,2
4215,8.4,9.12,3
4216,10.74,4.44,2
4217,0.33,0,0
4218,8.31,9.77,3
4219,1.83,4.25,1
4220,7.05,8.04,3
4221,2.25,5.39,1
4222,6.05,15.58,4
4223,5.06,7.05,3
4224,3.67,15,4
4225,5.48,14.72,4
4226,4.99,15.63,4
4227,0.99,1.07,0
4228,0.98,0.83,0
4229,4.51,14.87,4
4230,4.37,15.17,4
4231,1.19,2.95,1
4232,1.28,0.55,0
4233,10.1,3.17,2
4234,1.44,0.13,0
4235,0,0,0
4236,2.05,4.88,1
4237,4.83,14.46,4
4238,10.23,0.97,2
4239,6.49,14.87,4
4240,4.14,15.4,4
4241,7.47,7.12,3
4242,2.14,4.72,1
4243,1.62,0.05,0
4244,9.7,0.65,2
4245,4.62,16.25,4
4246,2.96,-0.55,0
4247,4.81,15.01,4
4248,7.38,10.31,3
4249,0,0,0
4250,1.71,1.08,0
4251,9.95,3.87,2
4252,10.13,5.78,2
4253,5.69,14.99,4
4254,0.36,-0.03,0
4255,9.79,1.05,2
4256,5.91,14.59,4
4257,9.7,3.37,2
4258,0.89,-0.29,0
4259,0.86,-1.11,0
4260,9.91,1.39,2
4261,6.91,14.9,4
4262,10.08,0.25,2
4263,2,6.3,1
4264,5.83,14.73,4
4265,4.92,15.06,4
4266,2.2,0.84,0
4267,9.9,2,2
4268,4.71,15.45,4
4269,0,0,0
4270,6.41,7.31,3
4271,10.2,1.99,2
4272,10.26,2.07,2
4273,4.7,15.02,4
4274,10.6,3.23,2
4275,5.93,15.37,4
4276,1.8,-0.02,0
4277,1,0.84,0
4278,7.85,4.27,3
4279,10.23,6.25,3
4280,7.94,5.8,3
4281,7.18,14.9,4
4282,2.49,6.5,1
4283,5.12,15.43,4
4284,1.68,5.43,1
4285,10.14,3.95,2
4286,9.5,3.54,2
4287,2.75,5,1
4288,1.1,1.46,0
4289,11.59,8.25,3
4290,7.48,7.79,3
4291,-0.22,-0.41,0
4292,10.52,4.25,2
4293,0,0,0
4294,9.89,2.75,2
4295,9.76,4.39,2
4296,1.82,-0.22,0
4297,0.74,1.33,0
4298,7.49,14.78,4
4299,9.82,1.35,2
4300,0,0,0
4301,9.63,2.43,2
4302,2.31,5.59,1
4303,9.32,3.29,2
4304,10.14,1.46,2
4305,9.9,5.58,2
4306,0,0,0
4307,0,0,0
4308,4.69,14.51,4
4309,9.96,1.97,2
4310,4.22,14.88,4
4311,1.31,4.56,1
4312,6.81,5.19,3
4313,5.97,14.35,4
4314,9.64,3.27,2
4315,0,0,0
4316,4.64,4.7,3
4317,9.57,1.97,2
4318,0,0,0
4319,9.8,8.92,3
4320,0,0,0
4321,4.61,15.11,4
4322,9.17,9.11,3
4323,5.6,15.28,4
4324,-0.5,-0.83,0
4325,7.55,10.2,3
4326,2.17,-0.03,0
4327,10.33,3.09,2
4328,2.18,5.94,1
4329,9.63,5.45,2
4330,4.29,15.21,4
4331,9.87,6.45,2
4332,2.48,3.2,1
4333,9.84,1.2,2
4334,4.62,14.47,4
4335,10.51,2.96,2
4336,4.72,15.47,4
4337,10.14,1.34,2
4338,5.81,8.86,3
4339,5.13,14.55,4
4340,5.17,8.06,3
4341,7.65,7.3,3
4342,4.09,14.6,4
4343,0,0,0
4344,9.61,1.72,2
4345,1.73,-0.02,0
4346,9.81,7.31,3
4347,2.37,5.77,1
4348,5.46,6.83,3
4349,10.46,6.16,2
4350,0,0,0
4351,0,0,0
4352,9.97,3.45,2
4353,0.7,-0.23,0
4354,1.93,5.01,1
4355,2.77,-0.73,0
4356,10.09,1.69,2
4357,5.68,15.15,4
4358,7.87,5.34,3
4359,0,0,0
4360,9.68,2.75,2
4361,6.85,7.59,3
4362,2.06,6.61,1
4363,2.64,-0.66,0
4364,9.93,3.27,2
4365,10.48,3.1,2
4366,4.68,14.86,4
4367,5.63,14.4,4
4368,9.32,10.92,3
4369,2.5,-1.27,0
4370,1.96,4.56,1
4371,1.14,-0.82,0
4372,7.73,8.13,3
4373,2.07,5.46,1
4374,3.35,15.67,4
4375,10.27,2.98,3
4376,2.95,5.91,1
4377,0,0,0
4378,2.72,4.62,1
4379,0,0,0
4380,5.28,15.38,4
4381,6.43,4.97,3
4382,0,0,0
4383,0,0,0
4384,9.86,3.37,2
4385,5.92,14.37,4
4386,4.04,14.8,4
4387,0,0,0
4388,5.51,15.86,4
4389,2.21,0.28,0
4390,1.65,8.98,1
4391,9.63,4.63,2
4392,0,0,0
4393,10.99,6.98,3
4394,8.28,7.69,3
4395,-0.61,0.29,0
4396,1.27,1.87,0
4397,2.44,-0.15,0
4398,7.53,6.93,3
4399,10.15,1.53,2
4400,1.02,0.46,0
4401,5.58,7.19,3
4402,2.79,7.95,3
4403,4.39,14.6,4
4404,10.03,2.98,2
4405,10.35,3,2
4406,0,0,0
4407,9.62,1.62,2
4408,0,0,0
4409,2.72,8.16,3
4410,3.09,3.56,1
4411,1.61,0.61,0
4412,10.33,4.15,2
4413,0,0,0
4414,8.97,9.53,3
4415,0,0,0
4416,1.81,0.1,0
4417,8.72,6.25,3
4418,8.66,5.87,3
4419,0,0,0
4420,0,0,0
4421,0.66,-0.29,0
4422,0,0,0
4423,1.45,2.35,1
4424,1.6,4,1
4425,10.39,3.2,2
4426,0,0,0
4427,4.27,14.56,4
4428,10.15,2.85,2
4429,1.95,-0.42,0
4430,0,0,0
4431,4.92,15.43,4
4432,2.39,4.82,1
4433,6.74,8.21,3
4434,5.19,14.15,4
4435,9.91,4.06,2
4436,1.37,6.18,1
4437,0,0,0
4438,1.8,7.23,1
4439,9.85,2.63,2
4440,5.66,15.09,4
4441,7.18,9.92,3
4442,10.55,2.95,2
4443,10.29,3.02,2
4444,6.41,7.18,3
4445,5.86,4.33,3
4446,1.45,1.23,0
4447,1.08,1.07,0
4448,10.18,2.08,2
4449,12.25,6.78,3
4450,9.8,0.28,2
4451,4.61,14.32,4
4452,10.36,1.69,2
4453,10.26,3.45,2
4454,9.95,3.01,2
4455,4.67,14.13,4
4456,0,0,0
4457,1.91,-1.08,0
4458,3.26,15.12,4
4459,9.85,2.21,2
4460,5.23,14.19,4
4461,0,0,0
4462,-0.25,-0.1,0
4463,2.46,4.8,1
4464,3.96,15.88,4
4465,1.95,-0.3,0
4466,1.21,0.27,0
4467,9.44,0.91,2
4468,5.63,14.43,4
4469,2.18,4.27,1
4470,1.31,-0.22,0
4471,7.28,6.7,3
4472,1.88,0.56,0
4473,2.07,3.88,1
4474,0,0,0
4475,2.21,6.28,1
4476,4.54,15.21,4
4477,10.41,3.12,2
4478,1.12,-0.36,0
4479,0,0,0
